id,course_title,price,subscribers,reviews,level,duration,subject
1013676,Adobe Illustrator CC 2017 for beginners,195,2489,39,Beginner Level,1.5,Graphic Design
62497,How to Draw Cute Cartoon Characters,55,4080,522,All Levels,2,Graphic Design
1182900,How to Create awesome Cinema-graph With Adobe Photoshop?,20,1602,8,Beginner Level,1,Graphic Design
1178226,Learn to Create a Mandala with Adobe Illustrator,50,7,0,All Levels,4.5,Graphic Design
1165268,15  Motion Graphic Elements in After Effect (Series 2),30,8,0,Intermediate Level,3,Graphic Design
1133648,Fantasy map design,30,7,2,All Levels,2.5,Graphic Design
471136,Creating 2D Game Assets,25,57,0,All Levels,2,Graphic Design
63712,create 9 professional logo design full version,35,91,3,All Levels,2,Graphic Design
1055424,Stencil - Simple Graphic Design For Entrepreneurs,95,11,0,All Levels,1,Graphic Design
843620,Learn Adobe InDesign from Scratch,40,6,2,Beginner Level,4.5,Graphic Design
1153326,Getting the Life of an Instructional Designer,40,5,0,All Levels,1.5,Graphic Design
551964,Drawing for All Levels: How to Design Cartoon Women,20,5,2,All Levels,1.5,Graphic Design
1104858,Photoshop Tools 101,50,6,0,All Levels,3,Graphic Design
517866,How to create gif animation in photoshop,20,34,0,All Levels,1,Graphic Design
1036766,How to Color Comic Books... with a Mouse,30,7,0,All Levels,2,Graphic Design
337072,Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),200,5471,72,Beginner Level,6.5,Graphic Design
737642,How To Design A Fortune 500 Logo in Illustrator,195,3599,43,Intermediate Level,5,Graphic Design
520766,Canva : Graphic Design Theory Volume2,200,4961,38,All Levels,2,Graphic Design
757900,Canva : Book Cover Design,100,3377,20,Beginner Level,2,Graphic Design
978576,The Complete Figure Drawing Course HD,50,1323,136,Beginner Level,78.5,Graphic Design
961684,Mastering Logo Design - 20 Projects step-by-step,200,2599,24,All Levels,7.5,Graphic Design
371490,Graphic Design: Create Animated GIF Ad Banners in Photoshop,20,6612,44,All Levels,1,Graphic Design
1134692,Learn Inkscape : Design Logos and Game Arts,20,1675,20,Beginner Level,1,Graphic Design
507726,Typography: Learn the Basics to Build a Solid Foundation,35,5850,19,Beginner Level,1,Graphic Design
349586,Master Manga Studio 5: Bonus Drawing and Painting,165,2325,155,All Levels,8,Graphic Design
1153710,Learn Adobe Photoshop from scratch to professional,20,1276,3,Beginner Level,3.5,Graphic Design
1269190,7 Secrets To Designing In Black and White,100,1000,1,All Levels,1.5,Graphic Design
303042,Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,20,86,10,Beginner Level,6,Graphic Design
647520,誰でもわかる Adobe Illustrator CS6,20,11,2,Beginner Level,3,Graphic Design
681878,Devenez le king de l'illustration automobile,50,42,10,Beginner Level,4.5,Graphic Design
873296,Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),105,28,6,All Levels,12,Graphic Design
1164720,调色中级课程,200,5,3,Beginner Level,1,Graphic Design
1019552,Drawing and paint  hot girl with photoshop,35,74,1,All Levels,1.5,Graphic Design
1147664,Photoshop CC Eğitim Seti (YENİ),100,27,5,All Levels,16,Graphic Design
948294,مدخل في أساسيات الفوطوشوب للمبتدئين فقط,120,13,9,Beginner Level,1,Graphic Design
393850,Creación de iconos con Illustrator,20,27,3,All Levels,3,Graphic Design
733878,Adobe Illustrator Course in Urdu Basics Level Training,0,1433,57,Beginner Level,1,Graphic Design
860656,GraphicDesign Studio,95,110,9,Beginner Level,2.5,Graphic Design
1246252,Aula de Photoshop - Aprenda como recortar imagens,65,15,1,Beginner Level,2,Graphic Design
622122,Make your own great designs in PowerPoint: Quick & Easy,20,19,6,Beginner Level,1,Graphic Design
222976,Create Kindle eBook Covers with PowerPoint,30,87,7,All Levels,2,Graphic Design
439968,Magazine Design: Start your own magazine in less than 24hrs,20,802,10,All Levels,2,Graphic Design
852060,Essential Skills for Designers - Adobe Bridge,20,14,5,All Levels,1,Graphic Design
546848,Learn to code in Python and learn Adobe Photoshop today!,50,1132,1,All Levels,2,Graphic Design
81278,How to draw Caricatures,20,347,31,All Levels,4,Graphic Design
53556,Essential Skills for Designers - Working with Type,45,219,11,All Levels,2,Graphic Design
1158854,Affinity Designer for beginners,20,30,6,Beginner Level,4.5,Graphic Design
68876,How to Create Top Ranking Mobile App Icons - iOS Edition,35,130,6,All Levels,1,Graphic Design
514496,Canva - Making Design Simple,20,509,4,All Levels,0.533333333,Graphic Design
649404,Ribbon Lettering: From Sketch to Wordmark,40,342,2,All Levels,0.716666667,Graphic Design
108384,How to Make a Custom Graphic ,20,87,8,Beginner Level,1,Graphic Design
753934,Create Flat Designs with Inkscape ,30,259,3,Beginner Level,1.5,Graphic Design
206592,:::Beginners Guide To Creating Amazing Images with Canva:::,25,72,5,Beginner Level,1,Graphic Design
15467,Learn To Draw - The COMIC BOOK STYLE,55,363,14,All Levels,2,Graphic Design
983444,Adobe Illustrator Vectors For Hand Letterers,100,23,2,Beginner Level,0.616666667,Graphic Design
74782,How To Create Amazing YouTube Custom Thumbnail Images,25,78,6,All Levels,1.5,Graphic Design
456988,Graphic Design Bootcamp: Professional Workflow & Layout Tips,20,99,10,All Levels,1.5,Graphic Design
1049760,Promotional Design Master Class,50,14,2,All Levels,2,Graphic Design
808808,Introduction to GIMP 2.8: Tutorials for Beginners,20,282,8,Beginner Level,3,Graphic Design
599652,48 Logo Designs and Techniques,20,113,9,All Levels,9,Graphic Design
524748,Photoshop JumpStart,20,66,13,Beginner Level,2,Graphic Design
310652,How To Sell Practically Anything: Professional Design Mockup,50,52,2,All Levels,2.5,Graphic Design
946326,"Learn Calligraphy, Handwriting animation wz After Effects",40,116,1,All Levels,2.5,Graphic Design
1146166,LaTeX A-Z: from beginner to advance in less than 3 hour,95,623,14,Beginner Level,3,Graphic Design
1190334,Course Bundle | Exploring Art : Silhouette & Linear Line Art,80,827,1,All Levels,1,Graphic Design
895394,How To Build Your Own Web Banner Design Business,20,5000,7,All Levels,1,Graphic Design
1100628,Canva: Design and Sell Your Own Professional Canva Designs,200,793,26,All Levels,3,Graphic Design
996868,How to Design a Logo in Adobe Illustrator,100,972,44,All Levels,1,Graphic Design
751230,Illustrator CC: Design and drawing from scratch to expert!,150,2427,99,Beginner Level,11,Graphic Design
356840,Logo design: How To Design an Awesome Logo in Illustrator,195,3131,131,All Levels,5.5,Graphic Design
269082,Photoshop: Real World Hands-on Freelance Mastery,105,5950,25,All Levels,2.5,Graphic Design
449788,Graphic Design: Beginner's Graphic Design Guide to Photoshop,25,4550,74,All Levels,1,Graphic Design
792232,Most Wanted Flat Design Techniques,195,2081,35,Intermediate Level,4.5,Graphic Design
1164876,3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi,20,785,2,All Levels,4.5,Graphic Design
861444,Design your own Social Media Logo Icons in Adobe Illustrator,50,2424,29,Beginner Level,1.5,Graphic Design
148982,Mashup - Transform a scanned sketch into a digital painting,20,57,3,Intermediate Level,2,Graphic Design
861742,Motion Graphic With After Effect From Scratch in 5 Hours,30,50,7,All Levels,4,Graphic Design
817074,Introduction to Photoshop CC: Tutorials for Beginners,20,262,0,Beginner Level,1,Graphic Design
286160,Making Killer Images in Photoshop that WOW Clients!,95,45,1,Intermediate Level,5,Graphic Design
788722,Simple Photoshop CC: Smart Objects,20,272,0,Intermediate Level,0.5,Graphic Design
1008654,Learn Photo Manipulation - Build 3 projects,40,10,1,All Levels,2.5,Graphic Design
964478,Zombie Apocalypse Photoshop Actions,50,12,1,All Levels,1.5,Graphic Design
953220,Creative Perspective Illustration with GIMP,50,43,3,All Levels,6.5,Graphic Design
64078,iPhone icons in iOS7 - learn flat design,20,165,4,All Levels,3,Graphic Design
1046540,How to draw professional manga artwork by Punix,35,83,3,Beginner Level,1.5,Graphic Design
622284,How do I Create a Stylized Graphics from Images in Photoshop,50,17,1,All Levels,1,Graphic Design
31150,Advance Design of Logos and Brand Identity   ,20,34,4,All Levels,2,Graphic Design
574132,Como utilizar o Corel Draw por completo!,30,293,32,All Levels,7,Graphic Design
724824,Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,85,113,5,Intermediate Level,4.5,Graphic Design
883324,Corel Draw X7: Mão na Massa,25,72,13,Beginner Level,4,Graphic Design
502204,Dibujo digital básico: cómo ilustrar en Photoshop,20,155,36,Beginner Level,5,Graphic Design
283038,Adobe Illustrator CS6 باللغة العربية,35,48,15,All Levels,8,Graphic Design
650720,Creare un logo con Adobe Illustrator,0,1447,121,All Levels,1,Graphic Design
586680,Mestres do Photoshop,30,86,18,All Levels,5.5,Graphic Design
899240,illustrator CC 2015.3 - Curso básico de ferramentas,20,13,6,Beginner Level,1,Graphic Design
520876,Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,35,15,5,All Levels,2,Graphic Design
1083784,Crie seu Cartão de Visita no CorelDRAW X8,20,28,3,Beginner Level,4,Graphic Design
651352,Curso de Maya 3D,20,62,9,All Levels,4,Graphic Design
968268,Photoshop: Organización de eventos y decoración de fiestas,120,125,5,Beginner Level,8.5,Graphic Design
479760,Podcast Cover Art | Design Like the Best,20,33,2,All Levels,1,Graphic Design
134690,Learn Drawing and Painting a Landscape with Oil Colours,20,51,2,Intermediate Level,2,Graphic Design
692918,Enhance your chroma key with an animated Slides background,25,361,2,Intermediate Level,1,Graphic Design
1092632,The Complete Motion Graphic Course,65,50,6,All Levels,9.5,Graphic Design
753154,Making Corporate Flyers in Photoshop,20,4,3,All Levels,0.516666667,Graphic Design
46524,Rock-Solid Brands,20,134,4,Beginner Level,0.516666667,Graphic Design
634480,Typographic Poster Design - From Sketch to Vector,45,36,5,Intermediate Level,1.5,Graphic Design
771044,"Make Money With Photoshop: Logos, Business Cards & Brochures",100,32,4,All Levels,5,Graphic Design
497268,Photoshop the Art of Clipart,20,30,3,Beginner Level,1,Graphic Design
435138,Adobe Illustrator Creative Cloud:  Mastering the Upgrades,20,22,3,Intermediate Level,2,Graphic Design
334530,Illustrator 101: Learn Quickly and Easily to create Artwork,40,452,3,All Levels,1,Graphic Design
904144,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,40,67,8,All Levels,1,Graphic Design
397946,Easy Steps To Become A Photoshop Expert,20,1081,11,All Levels,8,Graphic Design
561800,Intro to Adobe Illustrator,20,189,13,Beginner Level,6,Graphic Design
810234,Beginners Guide: Photoshop Poster/Artwork,20,775,5,Beginner Level,1,Graphic Design
559046,Basic Graphic Design for PowerPoint,20,88,8,Beginner Level,1,Graphic Design
338308,Master Graphic Design Using Photoshop with Rachael,25,598,22,All Levels,1.5,Graphic Design
477634,Adobe Illustrator CC - Print Design for Beginners,50,145,35,Beginner Level,6,Graphic Design
913194,Adobe Illustrator | Master in 3D,25,445,4,All Levels,0.533333333,Graphic Design
429866,From Drawing to Illustration,20,237,25,Beginner Level,6,Graphic Design
632702,Adobe Suite : Unleash your creativity & benefit from it !,200,1005,4,All Levels,9.5,Graphic Design
429366,Become a Logo Designer: Guide to Complimentary Logo Software,35,485,9,All Levels,2.5,Graphic Design
433084,DIY Beautiful Social Graphics That Don't Require Photoshop,20,238,9,All Levels,2.5,Graphic Design
185092,Design while you learn InDesign CC,20,1116,3,Beginner Level,2.5,Graphic Design
395652,R Graph Essentials,85,105,4,All Levels,2,Graphic Design
943724,Car Sketching with Simple Analog Tools,40,23,5,All Levels,0.616666667,Graphic Design
546124,Drawing Anime & Manga Style,25,82,5,All Levels,8,Graphic Design
876444,Inkscape 101 for Beginners - Design Vector Graphics,195,13,5,Beginner Level,1,Graphic Design
893978,"How to Fix Common Branding Mistakes, for Graphic Designers",35,19,2,Intermediate Level,1.5,Graphic Design
1249378,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,0,105,2,All Levels,2,Graphic Design
273256,Mind-Blowing Photoshop: Master Skills Season 1,20,94,3,All Levels,3,Graphic Design
1240730,Architectural Drawing For Creatives,195,5,0,All Levels,24,Graphic Design
651014,Adobe Photoshop (Complete Beginner),200,98,3,Beginner Level,2,Graphic Design
1236254,Character Design,75,5,0,Intermediate Level,2,Graphic Design
1201118,Icon Design Masterclass: Learn Icon Design Principles,40,6,0,Beginner Level,2.5,Graphic Design
1227748,create stunning Photoshop compositions in minutes,20,5,0,All Levels,2,Graphic Design
408118,Marvelous Logo Design,20,91,5,All Levels,1.5,Graphic Design
1258402,Canva Complete Course For Graphics Design | 20 Projects,20,3,3,All Levels,2.5,Graphic Design
489114,The Complete Video Production Guide - Learn Top Video Tools,195,121,9,All Levels,7.5,Graphic Design
16689,Drawing With Confidence,25,105,7,All Levels,2,Graphic Design
1089062,Add realistic car paint to your pencil drawing in Photoshop!,25,17,3,Beginner Level,1,Graphic Design
709160,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,20,380,1,All Levels,1,Graphic Design
385662,Learn print production from start to finish,35,494,6,All Levels,1,Graphic Design
508570,Step by Step Gif animation in Photoshop,20,518,2,All Levels,1,Graphic Design
934790,Adobe - Create a professional logo step-by-step (Farming),20,214,0,All Levels,1,Graphic Design
1133716,Adobe Illustrator CC Advanced,30,11,1,Beginner Level,1.5,Graphic Design
473474,Mastering Realistic Real Life Drawing with Pencil,20,33,5,Beginner Level,0.65,Graphic Design
1143032,Silhouettes that Sells,25,9,1,Beginner Level,1,Graphic Design
121490,FullPage: The Complete Guide to Flat Websites,20,817,14,All Levels,0.633333333,Graphic Design
339560,How to design professional PowerPoint business presentation,20,286,7,All Levels,1,Graphic Design
659340,Pic Monkey for Beginners - Graphic Design and Photo Editing,20,774,3,Beginner Level,3,Graphic Design
835082,Corel Painter 2016,40,41,9,All Levels,8,Graphic Design
335902,eBook Cover Design,20,30,3,Intermediate Level,1.5,Graphic Design
441106,"Photoshop tips and tricks, how to change clothes",20,837,4,All Levels,2,Graphic Design
624356,How to make Better Compositions: Take your art to new height,30,11,3,All Levels,0.533333333,Graphic Design
456388,Adobe Photoshop CC | The Essential Guide,20,254,5,All Levels,4.5,Graphic Design
955242,Learn to Composite a 2D Action Shot in Photoshop,20,40,2,Beginner Level,1.5,Graphic Design
496430,Infographic Design: How To Create Your Own Infographic,20,84,8,All Levels,2,Graphic Design
793246,Autodesk Inventor 2016 : Complete Guide ,20,23,4,Beginner Level,7.5,Graphic Design
547190,Amazing Graphic Design for Beginners,20,32,10,Beginner Level,0.7,Graphic Design
696630,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",0,4529,193,Beginner Level,0.6,Musical Instruments
643970,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,20,823,11,All Levels,0.7,Musical Instruments
801486,Playing Piano:  Popular Pieces Vol. II,150,1472,4,Beginner Level,1.5,Musical Instruments
455054,Ninja Chord Changes - Master your guitar chord changes,30,1327,11,Beginner Level,1.5,Musical Instruments
1257976,Your First 10 Guitar Lessons - Learn how to play guitar,0,924,4,Beginner Level,1,Musical Instruments
1253224,Pentatonic Scale Crash Course for Bass Guitar,0,898,6,Intermediate Level,1,Musical Instruments
837722,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),50,1039,29,All Levels,1.5,Musical Instruments
631416,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,80,1474,10,All Levels,2,Musical Instruments
149728,Learn Jazz Piano Today,50,1167,66,All Levels,3,Musical Instruments
195576,Learn To Play The Drums Without A Drum Kit,25,1589,52,All Levels,2,Musical Instruments
1048302,Learn Travis Picking From Scratch,40,219,30,Intermediate Level,1.5,Musical Instruments
560662,Instant Harmonica - how to get single notes in 5 easy steps,20,835,10,Beginner Level,0.633333333,Musical Instruments
661814,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,70,747,5,All Levels,1,Musical Instruments
640496,Teaching Music : Start teaching an instrument successfully.,30,1337,5,Beginner Level,1.5,Musical Instruments
1200374,Strumming from scratch - Rhythm guitar lesson for Beginners,0,530,11,Beginner Level,2,Musical Instruments
101498,Blues Guitar Lessons - From Texas To Carolina,20,1297,12,Intermediate Level,2.5,Musical Instruments
729464,Instant Harmonica - play the groovy Beatles Yesterday today!,40,295,7,All Levels,1,Musical Instruments
961630,Beginner Guitar Quick-Start Course,0,2084,20,Beginner Level,1,Musical Instruments
544234,Mike G's Beginner Drum Course: Part 1,35,515,14,Beginner Level,3,Musical Instruments
517366,Guitar for Beginners - Learn the Basics,20,1026,13,Beginner Level,0.516666667,Musical Instruments
271652,How To Play The Djembe: For Beginners,30,414,18,All Levels,1,Musical Instruments
760066,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,45,198,21,All Levels,2.5,Musical Instruments
80844,Beginner Guitar - 38 Easy Lessons You Needs to Get Started,40,250,24,Beginner Level,3,Musical Instruments
820086,Bass Guitar Lessons For Beginners,95,180,21,Beginner Level,2.5,Musical Instruments
1013558,Pure Pentatonic Power: Rock and Blues Guitar Soloing,50,128,10,All Levels,2,Musical Instruments
206332,Rock Drumset Grooves: Level 1,20,709,12,Beginner Level,2,Musical Instruments
624662,Guitar: The Next Level,55,117,12,Beginner Level,1,Musical Instruments
470472,Learn to Play Euphonium: Beginner to Pro in Under Five Hours,50,305,39,Beginner Level,7,Musical Instruments
331970,Learn Oud 1 (No Prior Music Knowledge Required!),20,153,27,Beginner Level,3.5,Musical Instruments
705890,Instant Harmonica - play Dylan's Blowing in the Wind today!,20,81,5,All Levels,1,Musical Instruments
932804,Improvise On The Piano In 30 Minutes,40,85,8,Beginner Level,1.5,Musical Instruments
1101522,Cajon Step-by-Step: Beginner > Intermediate > Advanced,35,73,9,All Levels,3,Musical Instruments
760300,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,45,178,21,All Levels,2,Musical Instruments
636858,Instant Harmonica - play the gorgeous Skye Boat Song now!,20,122,9,Beginner Level,0.633333333,Musical Instruments
371896,Learn to Play Trombone: Go From Beginner to Pro in No Time!,50,402,47,All Levels,7.5,Musical Instruments
636842,FingerstyleGuitar by Jacques Stotzem - Basic Level,30,119,12,All Levels,1.5,Musical Instruments
564446,Instant Harmonica - play two Star Wars themes in 30 minutes ,20,605,21,Beginner Level,0.7,Musical Instruments
925286,Play Piano To-day! - Beginner Piano Lessons For Busy People!,100,476,16,Beginner Level,4,Musical Instruments
324224,Learn to Play the Flute: Beginner to Pro in Under Five Hours,50,707,116,Beginner Level,7,Musical Instruments
1008054,Play Piano 7: Improvise on For All We Know in F Key by Ear,50,438,3,All Levels,1.5,Musical Instruments
40495,World's Fastest Piano Method - The Piano Revolution!,95,1199,58,Beginner Level,2,Musical Instruments
184780,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,50,966,157,Beginner Level,7.5,Musical Instruments
338926,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,50,877,93,Beginner Level,6,Musical Instruments
104304,"Learn To Play The Piano Using Pop, R&B and Gospel Chords",50,1504,15,All Levels,0.683333333,Musical Instruments
413182,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,95,1064,11,All Levels,2.5,Musical Instruments
1108666,Worship Piano: From Beginner to Pro,80,117,11,All Levels,3,Musical Instruments
692658,Easy to play Christmas Songs for Guitar,100,1229,8,All Levels,0.5,Musical Instruments
173776,Ultimate Blues Guitar Beginner Lessons,20,922,57,Beginner Level,10.5,Musical Instruments
1254852,How to Play Piano - Your First Lesson!,0,662,7,Beginner Level,0.516666667,Musical Instruments
637842,Playing Piano : Reading and Playing Classical Tunes Vol.I,50,1732,6,Beginner Level,2,Musical Instruments
953442,Blues School! A Course For Beginners in Blues Piano & Improv,120,326,44,All Levels,3,Musical Instruments
648628,Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,80,1284,6,All Levels,2,Musical Instruments
670640,31 Day Guitar Challenge,40,1029,22,Beginner Level,3.5,Musical Instruments
403078,Percussive Fingerstyle Guitar,50,886,43,Intermediate Level,1.5,Musical Instruments
174562,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,50,1213,158,Beginner Level,5,Musical Instruments
396238,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",100,1605,19,Beginner Level,2,Musical Instruments
20387,Guitar Insanity Workout - Eatmystrings!,50,2673,17,All Levels,2.5,Musical Instruments
646906,Playing Piano:  Play Chords and Popular Pieces Vol.I,100,1987,7,Beginner Level,3,Musical Instruments
783292,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,75,1052,6,Intermediate Level,0.5,Musical Instruments
515262,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,50,1548,10,Beginner Level,2,Musical Instruments
147404,Guitar Fretboard Mastery for the Blues Guitarist,20,257,6,All Levels,1,Musical Instruments
260900,Quick & Easy Piano Chords: Play more songs with more chords,55,1818,4,Beginner Level,2.5,Musical Instruments
563650,Instant Harmonica - play Scarborough Fair in 8 easy lectures,40,543,4,Beginner Level,1,Musical Instruments
743674,Piano With Willie: Blues n' Boogie Vol. 2,40,95,8,Intermediate Level,2.5,Musical Instruments
71912,Have Fun with Beginner Blues Piano,75,321,24,All Levels,2.5,Musical Instruments
1186514,Learn to Play Harp: Beginners Course,0,408,7,Beginner Level,0.683333333,Musical Instruments
1104494,Instant Harmonica - play this classic 8 bar blues tune!,40,43,4,All Levels,1,Musical Instruments
764534,Guitar Lessons - Learning The Neck - Fretboard Mastery,45,239,30,All Levels,6,Musical Instruments
808292,Take your double bass drum technique to the next level,40,584,7,Intermediate Level,5.5,Musical Instruments
630734,How To Play The Cajon: For Beginners,30,144,15,All Levels,1.5,Musical Instruments
757284,Slide Guitar- Slide Soloing Essentials,50,297,20,All Levels,3,Musical Instruments
356060,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,60,1137,4,All Levels,1,Musical Instruments
1045886,Learn Acoustic Guitar for Worship,40,86,18,Beginner Level,2,Musical Instruments
939668,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,70,98,18,Intermediate Level,2.5,Musical Instruments
873386,Guitar Lessons: The Essential Beginner & Intermediate Course,0,2566,39,All Levels,2,Musical Instruments
933818,Instant Harmonica - play the groovy Irish Washerwoman now!,40,55,8,Beginner Level,1,Musical Instruments
624118,Music Fundamentals: Learn Beatmaking with Pen Tapping,200,537,2,All Levels,2,Musical Instruments
149716,"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",115,595,20,All Levels,2,Musical Instruments
585946,Beginner Guitar Lessons by Paul Gronow,50,659,4,All Levels,3.5,Musical Instruments
876396,Guitar Fretboard Secrets,55,186,13,Intermediate Level,2,Musical Instruments
263818,Learn to Play French Horn: Beginner to Pro Made the Easy Way,50,460,27,Beginner Level,8,Musical Instruments
759972,150 Rock Guitar Licks You MUST Know,45,252,14,All Levels,4.5,Musical Instruments
893056,Didgeridoo - from zero to HERO! Part One - beginning,35,87,11,Beginner Level,3,Musical Instruments
326428,Learn Piano Scales: Play any song in any key! Like Pro's do,50,1720,9,Beginner Level,2.5,Musical Instruments
769518,Instant Harmonica - play the groovy Valens La Bamba now!,20,390,4,Beginner Level,0.733333333,Musical Instruments
806638,Blues Master - Beginner's Techniques Piano Course,0,2618,41,All Levels,1.5,Musical Instruments
467408,"How to play Djembe, Drums & Rhythm. Level 2",40,390,14,Intermediate Level,2,Musical Instruments
567558,Instant Harmonica - play Amazing Grace with grace and ease!,40,496,6,Beginner Level,1,Musical Instruments
854696,Instant Harmonica - play Amazing Grace + Ode to Joy now!,40,341,7,All Levels,1.5,Musical Instruments
1182624,Play Thousands of Songs On The Guitar | Cheater Chords,100,97,5,Beginner Level,1,Musical Instruments
27681,Piano Improvisation from Day One,20,1249,37,All Levels,3,Musical Instruments
412970,Classical Guitar Essentials - The Basics Part 1,65,861,19,Beginner Level,4.5,Musical Instruments
344234,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,60,973,8,All Levels,2,Musical Instruments
692812,Play all major scales by ear - no notation required!,40,868,8,Beginner Level,3.5,Musical Instruments
933666,How to play in a local Irish music session with confidence,40,193,5,All Levels,1,Musical Instruments
645202,The Total Beginner's Guitar Course,0,9193,357,Beginner Level,1.5,Musical Instruments
65033,Virtual Piano Lessons - A New Way To Learn Piano,50,5830,29,All Levels,1,Musical Instruments
550842,16 Guitar Chords to Jam With - (Beginner - Intermediate),20,1224,19,Beginner Level,1,Musical Instruments
19421,Free Beginner Electric Guitar Lessons,0,101154,1042,Beginner Level,4.5,Musical Instruments
897162,101 Awesome Rockabilly Guitar Licks,40,407,64,Intermediate Level,2.5,Musical Instruments
955914,A beginner`s guide to fingerpicking and strumming guitar',0,3481,29,Beginner Level,2,Musical Instruments
1158690,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",40,124,8,Beginner Level,1,Musical Instruments
551170,Your First Course on Piano,70,2002,34,Beginner Level,4,Musical Instruments
198690,Acoustic Guitar Basics,0,14495,224,Beginner Level,2,Musical Instruments
657518,Cracking the Violin Code!,120,746,82,All Levels,5.5,Musical Instruments
708696,Instant Bodhran - part one; learn the basics of drumming now,30,920,31,Beginner Level,1,Musical Instruments
1007396,"Play The Piano By Ear | Master Class, Learn By Doing",175,362,38,All Levels,2.5,Musical Instruments
505126,Discover Classical Guitar Level 2   ,75,927,35,Intermediate Level,11.5,Musical Instruments
574428,Fingerpicking Classics - Great songs played fingerstyle!,20,953,11,All Levels,2,Musical Instruments
602450,6 Must Know Tricks to Successful Solos,35,469,38,All Levels,4,Musical Instruments
895244,CAGED System for Guitar (Guitar Lessons from Lutz Academy),50,450,15,All Levels,1.5,Musical Instruments
342398,Learn the Violin - No Music Experience Necessary!,120,600,27,Beginner Level,3,Musical Instruments
552700,Your Second Course on Piano: Two Handed Playing,70,1018,12,Beginner Level,5,Musical Instruments
175278,How to Design Your Own Guitar,50,181,34,All Levels,5,Musical Instruments
101496,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,0,8240,31,Intermediate Level,1.5,Musical Instruments
365292,Play Sonny Terry style on Harmonica and dazzle your friends!,200,582,49,All Levels,5.5,Musical Instruments
42251,Blues and Advanced Guitar Lessons,85,1235,46,All Levels,7.5,Musical Instruments
446478,Learn basics of South Indian Carnatic Flute Step by Step ,150,380,113,Beginner Level,4,Musical Instruments
132570,Basic Piano Hymn Playing,20,1842,21,Beginner Level,1.5,Musical Instruments
288942,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,35,3137,18,All Levels,1.5,Musical Instruments
1105794,Piano Music Theory (Back To Basics) by JFilt,0,4967,308,Beginner Level,0.5,Musical Instruments
515256,Guitar - 12  Strumming Patterns You Must Know For Guitar,50,2154,40,Beginner Level,1,Musical Instruments
956102,Guitar Lessons for complete beginners - super simple and fun,20,936,9,Beginner Level,0.666666667,Musical Instruments
902476,CAGED Pentatonic System for Guitar - Level 3,45,1224,17,All Levels,1.5,Musical Instruments
1051856,Classical Guitar Essentials - The Basics Part 2,95,1030,1,Intermediate Level,4.5,Musical Instruments
583752,Introduction to Piano - By PGN Piano!,0,14922,772,Beginner Level,0.666666667,Musical Instruments
521072,Keyboard Instruments - Read Sheet Music for Piano Fast!,50,2788,52,Beginner Level,1.5,Musical Instruments
749686,How to Play the Guitar: Your 30-Day Guide to Learn Guitar,20,2686,10,Beginner Level,6,Musical Instruments
1010274,Drumming Accelerator: How To Get The Best Start Possible,200,1594,4,Beginner Level,1.5,Musical Instruments
998100,Play Piano 4: Improvise on popular song Yesterday chords,50,1018,4,All Levels,1.5,Musical Instruments
1033670,Beginner's Guitar Lessons - Crash Course for Busy Adults,50,1194,9,Beginner Level,2,Musical Instruments
1266892,Getting Started with the Guitar in 5 Days,0,270,1,Beginner Level,1.5,Musical Instruments
762374,Guitar Lessons - String Bending And Vibrato Essentials,0,3325,28,All Levels,1,Musical Instruments
